batch_id,product_id,store_id,batch_number,received_date,manufacturing_date,expiry_date,initial_quantity,remaining_quantity,unit_cost,status
BATCH-000705,P0056,S03,P0056-S03-HIST,2025-01-01,2024-12-25,2025-03-25,209,0,19.15,depleted
BATCH-000706,P0057,S03,P0057-S03-CURRENT,2025-12-31,2025-12-24,2026-12-24,32,32,16.43,active
BATCH-000707,P0057,S03,P0057-S03-HIST,2025-01-01,2024-12-25,2025-12-25,120,0,16.43,depleted
BATCH-000708,P0058,S03,P0058-S03-CURRENT,2025-12-31,2025-12-27,2026-02-10,146,146,12.1,active
BATCH-000709,P0058,S03,P0058-S03-HIST,2025-01-01,2024-12-28,2025-02-11,125,0,12.1,depleted
BATCH-000710,P0059,S03,P0059-S03-CURRENT,2025-12-31,2025-12-27,2026-02-10,346,346,18.1,active
BATCH-000711,P0059,S03,P0059-S03-HIST,2025-01-01,2024-12-28,2025-02-11,256,0,18.1,depleted
BATCH-000712,P0060,S03,P0060-S03-CURRENT,2025-12-31,2025-12-24,2026-12-24,182,182,5.36,active
BATCH-000713,P0060,S03,P0060-S03-HIST,2025-01-01,2024-12-25,2025-12-25,292,0,5.36,depleted
BATCH-000714,P0061,S03,P0061-S03-CURRENT,2025-12-31,2025-12-28,2026-01-27,258,258,13.55,active
BATCH-000715,P0061,S03,P0061-S03-HIST,2025-01-01,2024-12-29,2025-01-28,281,0,13.55,depleted
BATCH-000716,P0062,S03,P0062-S03-CURRENT,2025-12-31,2025-12-24,2026-12-24,95,95,16.07,active
BATCH-000717,P0062,S03,P0062-S03-HIST,2025-01-01,2024-12-25,2025-12-25,59,0,16.07,depleted
BATCH-000718,P0063,S03,P0063-S03-CURRENT,2025-12-31,2025-12-25,2026-02-23,74,74,20.73,active
BATCH-000719,P0063,S03,P0063-S03-HIST,2025-01-01,2024-12-26,2025-02-24,94,0,20.73,depleted
BATCH-000720,P0064,S03,P0064-S03-CURRENT,2025-12-31,2025-12-27,2026-02-10,33,33,1.2,active
BATCH-000721,P0064,S03,P0064-S03-HIST,2025-01-01,2024-12-28,2025-02-11,133,0,1.2,depleted
BATCH-000722,P0065,S03,P0065-S03-CURRENT,2025-12-31,2025-12-28,2026-01-27,154,154,0.75,active
BATCH-000723,P0065,S03,P0065-S03-HIST,2025-01-01,2024-12-29,2025-01-28,123,0,0.75,depleted
BATCH-000724,P0066,S03,P0066-S03-CURRENT,2025-12-31,2025-12-27,2026-02-10,125,125,19.93,active
BATCH-000725,P0066,S03,P0066-S03-HIST,2025-01-01,2024-12-28,2025-02-11,127,0,19.93,depleted
BATCH-000726,P0067,S03,P0067-S03-CURRENT,2025-12-31,2025-12-24,2026-12-24,91,91,13.51,active
BATCH-000727,P0067,S03,P0067-S03-HIST,2025-01-01,2024-12-25,2025-12-25,304,0,13.51,depleted
BATCH-000728,P0068,S03,P0068-S03-CURRENT,2025-12-31,2025-12-28,2026-01-27,122,122,3.46,active
BATCH-000729,P0068,S03,P0068-S03-HIST,2025-01-01,2024-12-29,2025-01-28,58,0,3.46,depleted
BATCH-000730,P0069,S03,P0069-S03-CURRENT,2025-12-31,2025-12-25,2026-02-23,119,119,7.76,active
BATCH-000731,P0069,S03,P0069-S03-HIST,2025-01-01,2024-12-26,2025-02-24,141,0,7.76,depleted
BATCH-000732,P0070,S03,P0070-S03-CURRENT,2025-12-31,2025-12-24,2026-12-24,355,355,7.66,active
BATCH-000733,P0070,S03,P0070-S03-HIST,2025-01-01,2024-12-25,2025-12-25,359,0,7.66,depleted
BATCH-000734,P0071,S03,P0071-S03-CURRENT,2025-12-31,2025-12-28,2026-01-27,79,79,11.29,active
BATCH-000735,P0071,S03,P0071-S03-HIST,2025-01-01,2024-12-29,2025-01-28,78,0,11.29,depleted
BATCH-000736,P0072,S03,P0072-S03-CURRENT,2025-12-31,2025-12-27,2026-02-10,44,44,15.92,active
BATCH-000737,P0072,S03,P0072-S03-HIST,2025-01-01,2024-12-28,2025-02-11,81,0,15.92,depleted
BATCH-000738,P0073,S03,P0073-S03-CURRENT,2025-12-31,2025-12-25,2026-02-23,286,286,9.82,active
BATCH-000739,P0073,S03,P0073-S03-HIST,2025-01-01,2024-12-26,2025-02-24,189,0,9.82,depleted
BATCH-000740,P0074,S03,P0074-S03-CURRENT,2025-12-31,2025-12-27,2026-02-10,126,126,5.67,active
BATCH-000741,P0074,S03,P0074-S03-HIST,2025-01-01,2024-12-28,2025-02-11,253,0,5.67,depleted
BATCH-000742,P0075,S03,P0075-S03-CURRENT,2025-12-31,2025-12-28,2026-01-27,167,167,17.39,active
BATCH-000743,P0075,S03,P0075-S03-HIST,2025-01-01,2024-12-29,2025-01-28,274,0,17.39,depleted
BATCH-000744,P0076,S03,P0076-S03-CURRENT,2025-12-31,2025-12-24,2026-12-24,87,87,6.22,active
BATCH-000745,P0076,S03,P0076-S03-HIST,2025-01-01,2024-12-25,2025-12-25,51,0,6.22,depleted
BATCH-000746,P0077,S03,P0077-S03-CURRENT,2025-12-31,2025-12-25,2026-02-23,68,68,2.25,active
BATCH-000747,P0077,S03,P0077-S03-HIST,2025-01-01,2024-12-26,2025-02-24,81,0,2.25,depleted
BATCH-000748,P0078,S03,P0078-S03-CURRENT,2025-12-31,2025-12-28,2026-01-27,378,378,12.76,active
BATCH-000749,P0078,S03,P0078-S03-HIST,2025-01-01,2024-12-29,2025-01-28,245,0,12.76,depleted
BATCH-000750,P0079,S03,P0079-S03-CURRENT,2025-12-31,2025-12-24,2026-06-22,246,246,6.11,active
BATCH-000751,P0079,S03,P0079-S03-HIST,2025-01-01,2024-12-25,2025-06-23,298,0,6.11,depleted
BATCH-000752,P0080,S03,P0080-S03-CURRENT,2025-12-31,2025-12-25,2026-02-23,78,78,13.21,active
BATCH-000753,P0080,S03,P0080-S03-HIST,2025-01-01,2024-12-26,2025-02-24,110,0,13.21,depleted
BATCH-000754,P0081,S03,P0081-S03-CURRENT,2025-12-31,2025-12-27,2026-02-10,313,313,8.67,active
BATCH-000755,P0081,S03,P0081-S03-HIST,2025-01-01,2024-12-28,2025-02-11,147,0,8.67,depleted
BATCH-000756,P0082,S03,P0082-S03-CURRENT,2025-12-31,2025-12-28,2026-01-27,104,104,2.66,active
BATCH-000757,P0082,S03,P0082-S03-HIST,2025-01-01,2024-12-29,2025-01-28,244,0,2.66,depleted
BATCH-000758,P0083,S03,P0083-S03-CURRENT,2025-12-31,2025-12-24,2026-03-24,110,110,5.1,active
BATCH-000759,P0083,S03,P0083-S03-HIST,2025-01-01,2024-12-25,2025-03-25,95,0,5.1,depleted
BATCH-000760,P0084,S03,P0084-S03-CURRENT,2025-12-31,2025-12-28,2026-01-27,97,97,22.08,active
BATCH-000761,P0084,S03,P0084-S03-HIST,2025-01-01,2024-12-29,2025-01-28,56,0,22.08,depleted
BATCH-000762,P0085,S03,P0085-S03-CURRENT,2025-12-31,2025-12-28,2026-01-27,332,332,6.01,active
BATCH-000763,P0085,S03,P0085-S03-HIST,2025-01-01,2024-12-29,2025-01-28,282,0,6.01,depleted
BATCH-000764,P0086,S03,P0086-S03-CURRENT,2025-12-31,2025-12-27,2026-02-10,99,99,20.95,active
BATCH-000765,P0086,S03,P0086-S03-HIST,2025-01-01,2024-12-28,2025-02-11,76,0,20.95,depleted
BATCH-000766,P0087,S03,P0087-S03-CURRENT,2025-12-31,2025-12-25,2026-02-23,347,347,22.04,active
BATCH-000767,P0087,S03,P0087-S03-HIST,2025-01-01,2024-12-26,2025-02-24,229,0,22.04,depleted
BATCH-000768,P0088,S03,P0088-S03-CURRENT,2025-12-31,2025-12-27,2026-02-10,190,190,14.71,active
BATCH-000769,P0088,S03,P0088-S03-HIST,2025-01-01,2024-12-28,2025-02-11,125,0,14.71,depleted
BATCH-000770,P0089,S03,P0089-S03-CURRENT,2025-12-31,2025-12-27,2026-02-10,217,217,11.66,active
BATCH-000771,P0089,S03,P0089-S03-HIST,2025-01-01,2024-12-28,2025-02-11,185,0,11.66,depleted
BATCH-000772,P0090,S03,P0090-S03-CURRENT,2025-12-31,2025-12-24,2026-03-24,455,455,12.09,active
BATCH-000773,P0090,S03,P0090-S03-HIST,2025-01-01,2024-12-25,2025-03-25,312,0,12.09,depleted
BATCH-000774,P0091,S03,P0091-S03-CURRENT,2025-12-31,2025-12-28,2026-01-27,36,36,24.15,active
BATCH-000775,P0091,S03,P0091-S03-HIST,2025-01-01,2024-12-29,2025-01-28,210,0,24.15,depleted
BATCH-000776,P0092,S03,P0092-S03-CURRENT,2025-12-31,2025-12-25,2026-02-23,340,340,24.26,active
BATCH-000777,P0092,S03,P0092-S03-HIST,2025-01-01,2024-12-26,2025-02-24,193,0,24.26,depleted
BATCH-000778,P0093,S03,P0093-S03-CURRENT,2025-12-31,2025-12-25,2026-02-23,68,68,21.55,active
BATCH-000779,P0093,S03,P0093-S03-HIST,2025-01-01,2024-12-26,2025-02-24,39,0,21.55,depleted
BATCH-000780,P0094,S03,P0094-S03-CURRENT,2025-12-31,2025-12-24,2026-12-24,89,89,2.71,active
BATCH-000781,P0094,S03,P0094-S03-HIST,2025-01-01,2024-12-25,2025-12-25,57,0,2.71,depleted
BATCH-000782,P0095,S03,P0095-S03-CURRENT,2025-12-31,2025-12-27,2026-02-10,67,67,7.69,active
BATCH-000783,P0095,S03,P0095-S03-HIST,2025-01-01,2024-12-28,2025-02-11,157,0,7.69,depleted
BATCH-000784,P0096,S03,P0096-S03-CURRENT,2025-12-31,2025-12-27,2026-02-10,69,69,21.84,active
BATCH-000785,P0096,S03,P0096-S03-HIST,2025-01-01,2024-12-28,2025-02-11,96,0,21.84,depleted
BATCH-000786,P0097,S03,P0097-S03-CURRENT,2025-12-31,2025-12-24,2026-03-24,301,301,16.84,active
BATCH-000787,P0097,S03,P0097-S03-HIST,2025-01-01,2024-12-25,2025-03-25,242,0,16.84,depleted
BATCH-000788,P0098,S03,P0098-S03-CURRENT,2025-12-31,2025-12-24,2026-12-24,122,122,7.83,active
BATCH-000789,P0098,S03,P0098-S03-HIST,2025-01-01,2024-12-25,2025-12-25,309,0,7.83,depleted
BATCH-000790,P0099,S03,P0099-S03-CURRENT,2025-12-31,2025-12-24,2026-06-22,177,177,6.31,active
BATCH-000791,P0099,S03,P0099-S03-HIST,2025-01-01,2024-12-25,2025-06-23,131,0,6.31,depleted
BATCH-000792,P0100,S03,P0100-S03-CURRENT,2025-12-31,2025-12-24,2026-12-24,281,281,14.37,active
BATCH-000793,P0100,S03,P0100-S03-HIST,2025-01-01,2024-12-25,2025-12-25,203,0,14.37,depleted
BATCH-000794,P0101,S03,P0101-S03-CURRENT,2025-12-31,2025-12-24,2026-06-23,41,41,79.05,active
BATCH-000795,P0101,S03,P0101-S03-HIST,2025-01-01,2024-12-25,2025-06-24,100,0,79.05,depleted
BATCH-000796,P0102,S03,P0102-S03-CURRENT,2025-12-31,2025-12-24,2026-06-23,181,181,137.12,active
BATCH-000797,P0102,S03,P0102-S03-HIST,2025-01-01,2024-12-25,2025-06-24,177,0,137.12,depleted
BATCH-000798,P0103,S03,P0103-S03-CURRENT,2025-12-31,2025-12-30,2026-01-12,59,59,78.53,near_expiry
BATCH-000799,P0103,S03,P0103-S03-HIST,2025-01-01,2024-12-31,2025-01-13,126,0,78.53,depleted
BATCH-000800,P0104,S03,P0104-S03-CURRENT,2025-12-31,2025-12-30,2026-01-13,227,227,323.55,near_expiry
BATCH-000801,P0104,S03,P0104-S03-HIST,2025-01-01,2024-12-31,2025-01-14,93,0,323.55,depleted
BATCH-000802,P0105,S03,P0105-S03-CURRENT,2025-12-31,2025-12-30,2026-01-10,177,177,190.0,near_expiry
BATCH-000803,P0105,S03,P0105-S03-HIST,2025-01-01,2024-12-31,2025-01-11,203,0,190.0,depleted
BATCH-000804,P0106,S03,P0106-S03-CURRENT,2025-12-31,2025-12-30,2026-01-07,191,191,111.71,near_expiry
BATCH-000805,P0106,S03,P0106-S03-HIST,2025-01-01,2024-12-31,2025-01-08,171,0,111.71,depleted
BATCH-000806,P0107,S03,P0107-S03-CURRENT,2025-12-31,2025-12-24,2026-12-30,94,94,162.2,active
BATCH-000807,P0107,S03,P0107-S03-HIST,2025-01-01,2024-12-25,2025-12-31,135,0,162.2,depleted
BATCH-000808,P0108,S03,P0108-S03-CURRENT,2025-12-31,2025-12-24,2026-12-26,48,48,140.51,active
BATCH-000809,P0108,S03,P0108-S03-HIST,2025-01-01,2024-12-25,2025-12-27,227,0,140.51,depleted
BATCH-000810,P0109,S03,P0109-S03-CURRENT,2025-12-31,2025-12-24,2027-06-24,59,59,163.65,active
BATCH-000811,P0109,S03,P0109-S03-HIST,2025-01-01,2024-12-25,2026-06-25,50,0,163.65,depleted
BATCH-000812,P0110,S03,P0110-S03-CURRENT,2025-12-31,2025-12-24,2027-12-30,41,41,283.16,active
BATCH-000813,P0110,S03,P0110-S03-HIST,2025-01-01,2024-12-25,2026-12-31,139,0,283.16,depleted
BATCH-000814,P0111,S03,P0111-S03-CURRENT,2025-12-31,2025-12-24,2026-06-25,129,129,332.45,active
BATCH-000815,P0111,S03,P0111-S03-HIST,2025-01-01,2024-12-25,2025-06-26,202,0,332.45,depleted
BATCH-000816,P0112,S03,P0112-S03-CURRENT,2025-12-31,2025-12-24,2026-12-31,95,95,125.38,active
BATCH-000817,P0112,S03,P0112-S03-HIST,2025-01-01,2024-12-25,2026-01-01,133,0,125.38,depleted
BATCH-000818,P0113,S03,P0113-S03-CURRENT,2025-12-31,2025-12-24,2026-06-24,111,111,106.31,active
BATCH-000819,P0113,S03,P0113-S03-HIST,2025-01-01,2024-12-25,2025-06-25,70,0,106.31,depleted
BATCH-000820,P0114,S03,P0114-S03-CURRENT,2025-12-31,2025-12-24,2026-06-24,76,76,211.41,active
BATCH-000821,P0114,S03,P0114-S03-HIST,2025-01-01,2024-12-25,2025-06-25,134,0,211.41,depleted
BATCH-000822,P0115,S03,P0115-S03-CURRENT,2025-12-31,2025-12-30,2026-01-12,36,36,201.0,near_expiry
BATCH-000823,P0115,S03,P0115-S03-HIST,2025-01-01,2024-12-31,2025-01-13,128,0,201.0,depleted
BATCH-000824,P0116,S03,P0116-S03-HIST,2025-01-01,2024-12-31,2025-01-09,111,0,183.29,depleted
BATCH-000825,P0117,S03,P0117-S03-HIST,2025-01-01,2024-12-31,2025-01-12,90,0,210.47,depleted
BATCH-000826,P0118,S03,P0118-S03-CURRENT,2025-12-31,2025-12-30,2026-01-11,37,37,191.4,near_expiry
BATCH-000827,P0118,S03,P0118-S03-HIST,2025-01-01,2024-12-31,2025-01-12,75,0,191.4,depleted
BATCH-000828,P0119,S03,P0119-S03-CURRENT,2025-12-31,2025-12-24,2026-12-26,117,117,50.84,active
BATCH-000829,P0119,S03,P0119-S03-HIST,2025-01-01,2024-12-25,2025-12-27,72,0,50.84,depleted
BATCH-000830,P0120,S03,P0120-S03-CURRENT,2025-12-31,2025-12-24,2026-12-22,122,122,138.22,active
BATCH-000831,P0120,S03,P0120-S03-HIST,2025-01-01,2024-12-25,2025-12-23,56,0,138.22,depleted
BATCH-000832,P0121,S03,P0121-S03-CURRENT,2025-12-31,2025-12-24,2027-06-16,229,229,207.13,active
BATCH-000833,P0121,S03,P0121-S03-HIST,2025-01-01,2024-12-25,2026-06-17,97,0,207.13,depleted
BATCH-000834,P0122,S03,P0122-S03-CURRENT,2025-12-31,2025-12-24,2027-12-31,81,81,313.17,active
BATCH-000835,P0122,S03,P0122-S03-HIST,2025-01-01,2024-12-25,2027-01-01,71,0,313.17,depleted
BATCH-000836,P0123,S03,P0123-S03-CURRENT,2025-12-31,2025-12-24,2026-06-20,20,20,332.53,active
BATCH-000837,P0123,S03,P0123-S03-HIST,2025-01-01,2024-12-25,2025-06-21,295,0,332.53,depleted
BATCH-000838,P0124,S03,P0124-S03-CURRENT,2025-12-31,2025-12-24,2026-12-24,6,6,241.7,active
BATCH-000839,P0124,S03,P0124-S03-HIST,2025-01-01,2024-12-25,2025-12-25,51,0,241.7,depleted
BATCH-000840,P0125,S03,P0125-S03-CURRENT,2025-12-31,2025-12-24,2026-06-29,47,47,24.24,active
BATCH-000841,P0125,S03,P0125-S03-HIST,2025-01-01,2024-12-25,2025-06-30,40,0,24.24,depleted
BATCH-000842,P0126,S03,P0126-S03-CURRENT,2025-12-31,2025-12-24,2026-06-26,67,67,206.13,active
BATCH-000843,P0126,S03,P0126-S03-HIST,2025-01-01,2024-12-25,2025-06-27,189,0,206.13,depleted
BATCH-000844,P0127,S03,P0127-S03-CURRENT,2025-12-31,2025-12-30,2026-01-14,48,48,82.12,near_expiry
BATCH-000845,P0127,S03,P0127-S03-HIST,2025-01-01,2024-12-31,2025-01-15,82,0,82.12,depleted
BATCH-000846,P0128,S03,P0128-S03-CURRENT,2025-12-31,2025-12-30,2026-01-10,7,7,237.67,near_expiry
BATCH-000847,P0128,S03,P0128-S03-HIST,2025-01-01,2024-12-31,2025-01-11,235,0,237.67,depleted
BATCH-000848,P0129,S03,P0129-S03-CURRENT,2025-12-31,2025-12-30,2026-01-11,78,78,96.98,near_expiry
BATCH-000849,P0129,S03,P0129-S03-HIST,2025-01-01,2024-12-31,2025-01-12,202,0,96.98,depleted
BATCH-000850,P0130,S03,P0130-S03-CURRENT,2025-12-31,2025-12-30,2026-01-05,107,107,223.12,near_expiry
BATCH-000851,P0130,S03,P0130-S03-HIST,2025-01-01,2024-12-31,2025-01-06,101,0,223.12,depleted
BATCH-000852,P0131,S03,P0131-S03-CURRENT,2025-12-31,2025-12-24,2026-12-27,37,37,42.35,active
BATCH-000853,P0131,S03,P0131-S03-HIST,2025-01-01,2024-12-25,2025-12-28,132,0,42.35,depleted
BATCH-000854,P0132,S03,P0132-S03-CURRENT,2025-12-31,2025-12-24,2026-12-28,77,77,126.04,active
BATCH-000855,P0132,S03,P0132-S03-HIST,2025-01-01,2024-12-25,2025-12-29,102,0,126.04,depleted
BATCH-000856,P0133,S03,P0133-S03-CURRENT,2025-12-31,2025-12-24,2027-06-19,66,66,240.64,active
BATCH-000857,P0133,S03,P0133-S03-HIST,2025-01-01,2024-12-25,2026-06-20,111,0,240.64,depleted
BATCH-000858,P0134,S03,P0134-S03-CURRENT,2025-12-31,2025-12-24,2027-12-22,44,44,47.69,active
BATCH-000859,P0134,S03,P0134-S03-HIST,2025-01-01,2024-12-25,2026-12-23,82,0,47.69,depleted
BATCH-000860,P0135,S03,P0135-S03-CURRENT,2025-12-31,2025-12-24,2026-06-29,85,85,190.31,active
BATCH-000861,P0135,S03,P0135-S03-HIST,2025-01-01,2024-12-25,2025-06-30,210,0,190.31,depleted
BATCH-000862,P0136,S03,P0136-S03-CURRENT,2025-12-31,2025-12-24,2026-12-25,27,27,125.16,active
BATCH-000863,P0136,S03,P0136-S03-HIST,2025-01-01,2024-12-25,2025-12-26,69,0,125.16,depleted
BATCH-000864,P0137,S03,P0137-S03-CURRENT,2025-12-31,2025-12-24,2026-06-22,24,24,238.85,active
BATCH-000865,P0137,S03,P0137-S03-HIST,2025-01-01,2024-12-25,2025-06-23,171,0,238.85,depleted
BATCH-000866,P0138,S03,P0138-S03-CURRENT,2025-12-31,2025-12-24,2026-06-25,185,185,336.3,active
BATCH-000867,P0138,S03,P0138-S03-HIST,2025-01-01,2024-12-25,2025-06-26,166,0,336.3,depleted
BATCH-000868,P0139,S03,P0139-S03-CURRENT,2025-12-31,2025-12-30,2026-01-16,209,209,313.53,active
BATCH-000869,P0139,S03,P0139-S03-HIST,2025-01-01,2024-12-31,2025-01-17,136,0,313.53,depleted
BATCH-000870,P0140,S03,P0140-S03-CURRENT,2025-12-31,2025-12-30,2026-01-11,113,113,297.94,near_expiry
BATCH-000871,P0140,S03,P0140-S03-HIST,2025-01-01,2024-12-31,2025-01-12,249,0,297.94,depleted
BATCH-000872,P0141,S03,P0141-S03-CURRENT,2025-12-31,2025-12-30,2026-01-05,34,34,219.45,near_expiry
BATCH-000873,P0141,S03,P0141-S03-HIST,2025-01-01,2024-12-31,2025-01-06,85,0,219.45,depleted
BATCH-000874,P0142,S03,P0142-S03-CURRENT,2025-12-31,2025-12-30,2026-01-07,22,22,337.95,near_expiry
BATCH-000875,P0142,S03,P0142-S03-HIST,2025-01-01,2024-12-31,2025-01-08,99,0,337.95,depleted
BATCH-000876,P0143,S03,P0143-S03-CURRENT,2025-12-31,2025-12-24,2026-12-29,103,103,141.33,active
BATCH-000877,P0143,S03,P0143-S03-HIST,2025-01-01,2024-12-25,2025-12-30,70,0,141.33,depleted
BATCH-000878,P0144,S03,P0144-S03-CURRENT,2025-12-31,2025-12-24,2026-12-31,87,87,125.2,active
BATCH-000879,P0144,S03,P0144-S03-HIST,2025-01-01,2024-12-25,2026-01-01,150,0,125.2,depleted
BATCH-000880,P0145,S03,P0145-S03-CURRENT,2025-12-31,2025-12-24,2027-06-17,140,140,240.43,active
BATCH-000881,P0145,S03,P0145-S03-HIST,2025-01-01,2024-12-25,2026-06-18,105,0,240.43,depleted
BATCH-000882,P0146,S03,P0146-S03-CURRENT,2025-12-31,2025-12-24,2027-12-26,71,71,80.61,active
BATCH-000883,P0146,S03,P0146-S03-HIST,2025-01-01,2024-12-25,2026-12-27,225,0,80.61,depleted
BATCH-000884,P0147,S03,P0147-S03-CURRENT,2025-12-31,2025-12-24,2026-06-24,78,78,164.59,active
BATCH-000885,P0147,S03,P0147-S03-HIST,2025-01-01,2024-12-25,2025-06-25,62,0,164.59,depleted
BATCH-000886,P0148,S03,P0148-S03-CURRENT,2025-12-31,2025-12-24,2026-12-25,72,72,34.22,active
BATCH-000887,P0148,S03,P0148-S03-HIST,2025-01-01,2024-12-25,2025-12-26,70,0,34.22,depleted
BATCH-000888,P0149,S03,P0149-S03-CURRENT,2025-12-31,2025-12-24,2026-06-23,80,80,59.75,active
BATCH-000889,P0149,S03,P0149-S03-HIST,2025-01-01,2024-12-25,2025-06-24,71,0,59.75,depleted
BATCH-000890,P0150,S03,P0150-S03-CURRENT,2025-12-31,2025-12-24,2026-06-23,212,212,207.3,active
BATCH-000891,P0150,S03,P0150-S03-HIST,2025-01-01,2024-12-25,2025-06-24,198,0,207.3,depleted
BATCH-000892,P0001,S04,P0001-S04-CURRENT,2025-12-31,2025-12-24,2026-12-24,43,43,3.92,active
BATCH-000893,P0001,S04,P0001-S04-HIST,2025-01-01,2024-12-25,2025-12-25,142,0,3.92,depleted
BATCH-000894,P0002,S04,P0002-S04-CURRENT,2025-12-31,2025-12-27,2026-02-10,122,122,12.88,active
BATCH-000895,P0002,S04,P0002-S04-HIST,2025-01-01,2024-12-28,2025-02-11,100,0,12.88,depleted
BATCH-000896,P0003,S04,P0003-S04-CURRENT,2025-12-31,2025-12-25,2026-02-23,94,94,7.31,active
BATCH-000897,P0003,S04,P0003-S04-HIST,2025-01-01,2024-12-26,2025-02-24,171,0,7.31,depleted
BATCH-000898,P0004,S04,P0004-S04-CURRENT,2025-12-31,2025-12-24,2026-03-24,119,119,18.38,active
BATCH-000899,P0004,S04,P0004-S04-HIST,2025-01-01,2024-12-25,2025-03-25,139,0,18.38,depleted
BATCH-000900,P0005,S04,P0005-S04-CURRENT,2025-12-31,2025-12-25,2026-02-23,429,429,1.62,active
BATCH-000901,P0005,S04,P0005-S04-HIST,2025-01-01,2024-12-26,2025-02-24,174,0,1.62,depleted
BATCH-000902,P0006,S04,P0006-S04-CURRENT,2025-12-31,2025-12-25,2026-02-23,67,67,20.94,active
BATCH-000903,P0006,S04,P0006-S04-HIST,2025-01-01,2024-12-26,2025-02-24,141,0,20.94,depleted
BATCH-000904,P0007,S04,P0007-S04-CURRENT,2025-12-31,2025-12-24,2026-12-24,128,128,11.83,active
BATCH-000905,P0007,S04,P0007-S04-HIST,2025-01-01,2024-12-25,2025-12-25,138,0,11.83,depleted
BATCH-000906,P0008,S04,P0008-S04-CURRENT,2025-12-31,2025-12-24,2026-06-22,213,213,7.06,active
BATCH-000907,P0008,S04,P0008-S04-HIST,2025-01-01,2024-12-25,2025-06-23,238,0,7.06,depleted
BATCH-000908,P0009,S04,P0009-S04-CURRENT,2025-12-31,2025-12-24,2026-06-22,126,126,3.92,active
BATCH-000909,P0009,S04,P0009-S04-HIST,2025-01-01,2024-12-25,2025-06-23,95,0,3.92,depleted
BATCH-000910,P0010,S04,P0010-S04-CURRENT,2025-12-31,2025-12-28,2026-01-27,111,111,12.59,active
BATCH-000911,P0010,S04,P0010-S04-HIST,2025-01-01,2024-12-29,2025-01-28,60,0,12.59,depleted
BATCH-000912,P0011,S04,P0011-S04-CURRENT,2025-12-31,2025-12-25,2026-02-23,398,398,15.1,active
BATCH-000913,P0011,S04,P0011-S04-HIST,2025-01-01,2024-12-26,2025-02-24,298,0,15.1,depleted
BATCH-000914,P0012,S04,P0012-S04-CURRENT,2025-12-31,2025-12-28,2026-01-27,38,38,7.69,active
BATCH-000915,P0012,S04,P0012-S04-HIST,2025-01-01,2024-12-29,2025-01-28,214,0,7.69,depleted
BATCH-000916,P0013,S04,P0013-S04-CURRENT,2025-12-31,2025-12-25,2026-02-23,125,125,12.94,active
BATCH-000917,P0013,S04,P0013-S04-HIST,2025-01-01,2024-12-26,2025-02-24,351,0,12.94,depleted
BATCH-000918,P0014,S04,P0014-S04-CURRENT,2025-12-31,2025-12-25,2026-02-23,117,117,3.24,active
BATCH-000919,P0014,S04,P0014-S04-HIST,2025-01-01,2024-12-26,2025-02-24,110,0,3.24,depleted
BATCH-000920,P0015,S04,P0015-S04-CURRENT,2025-12-31,2025-12-24,2026-03-24,30,30,19.26,active
BATCH-000921,P0015,S04,P0015-S04-HIST,2025-01-01,2024-12-25,2025-03-25,173,0,19.26,depleted
BATCH-000922,P0016,S04,P0016-S04-CURRENT,2025-12-31,2025-12-24,2026-12-24,110,110,5.43,active
BATCH-000923,P0016,S04,P0016-S04-HIST,2025-01-01,2024-12-25,2025-12-25,163,0,5.43,depleted
BATCH-000924,P0017,S04,P0017-S04-CURRENT,2025-12-31,2025-12-27,2026-02-10,8,8,8.78,active
BATCH-000925,P0017,S04,P0017-S04-HIST,2025-01-01,2024-12-28,2025-02-11,43,0,8.78,depleted
BATCH-000926,P0018,S04,P0018-S04-CURRENT,2025-12-31,2025-12-24,2026-12-24,326,326,2.24,active
BATCH-000927,P0018,S04,P0018-S04-HIST,2025-01-01,2024-12-25,2025-12-25,151,0,2.24,depleted
BATCH-000928,P0019,S04,P0019-S04-CURRENT,2025-12-31,2025-12-28,2026-01-27,59,59,20.28,active
BATCH-000929,P0019,S04,P0019-S04-HIST,2025-01-01,2024-12-29,2025-01-28,148,0,20.28,depleted
BATCH-000930,P0020,S04,P0020-S04-CURRENT,2025-12-31,2025-12-28,2026-01-27,286,286,16.51,active
BATCH-000931,P0020,S04,P0020-S04-HIST,2025-01-01,2024-12-29,2025-01-28,300,0,16.51,depleted
BATCH-000932,P0021,S04,P0021-S04-CURRENT,2025-12-31,2025-12-25,2026-02-23,245,245,11.49,active
BATCH-000933,P0021,S04,P0021-S04-HIST,2025-01-01,2024-12-26,2025-02-24,358,0,11.49,depleted
BATCH-000934,P0022,S04,P0022-S04-CURRENT,2025-12-31,2025-12-28,2026-01-27,51,51,24.98,active
BATCH-000935,P0022,S04,P0022-S04-HIST,2025-01-01,2024-12-29,2025-01-28,136,0,24.98,depleted
BATCH-000936,P0023,S04,P0023-S04-CURRENT,2025-12-31,2025-12-24,2026-03-24,196,196,4.53,active
BATCH-000937,P0023,S04,P0023-S04-HIST,2025-01-01,2024-12-25,2025-03-25,77,0,4.53,depleted
BATCH-000938,P0024,S04,P0024-S04-CURRENT,2025-12-31,2025-12-25,2026-02-23,97,97,18.1,active
BATCH-000939,P0024,S04,P0024-S04-HIST,2025-01-01,2024-12-26,2025-02-24,200,0,18.1,depleted
