po_item_id,po_id,product_id,quantity,unit_cost,line_total
POI012677,PO12677,P0051,261,3.59,936.99
POI012678,PO12678,P0051,262,3.59,940.58
POI012679,PO12679,P0051,262,3.59,940.58
POI012680,PO12680,P0051,262,3.59,940.58
POI012681,PO12681,P0051,262,3.59,940.58
POI012682,PO12682,P0051,260,3.94,1024.4
POI012683,PO12683,P0051,262,3.94,1032.28
POI012684,PO12684,P0051,258,3.94,1016.52
POI012685,PO12685,P0051,258,3.59,926.22
POI012686,PO12686,P0051,262,3.59,940.58
POI012687,PO12687,P0051,254,3.59,911.86
POI012688,PO12688,P0051,262,3.94,1032.28
POI012689,PO12689,P0052,208,2.06,428.48
POI012690,PO12690,P0052,221,2.04,450.84
POI012691,PO12691,P0052,210,2.04,428.4
POI012692,PO12692,P0052,218,2.04,444.72
POI012693,PO12693,P0052,220,2.06,453.2
POI012694,PO12694,P0052,205,2.04,418.2
POI012695,PO12695,P0052,215,2.04,438.6
POI012696,PO12696,P0052,215,2.06,442.9
POI012697,PO12697,P0052,216,2.04,440.64
POI012698,PO12698,P0052,203,2.04,414.12
POI012699,PO12699,P0052,217,2.04,442.68
POI012700,PO12700,P0052,212,2.04,432.48
POI012701,PO12701,P0052,213,2.06,438.78
POI012702,PO12702,P0052,203,2.04,414.12
POI012703,PO12703,P0052,209,2.06,430.54
POI012704,PO12704,P0052,210,2.06,432.6
POI012705,PO12705,P0052,218,2.04,444.72
POI012706,PO12706,P0052,205,2.06,422.3
POI012707,PO12707,P0052,211,2.04,430.44
POI012708,PO12708,P0052,215,2.04,438.6
POI012709,PO12709,P0052,210,2.06,432.6
POI012710,PO12710,P0052,203,2.06,418.18
POI012711,PO12711,P0052,214,2.06,440.84
POI012712,PO12712,P0052,214,2.04,436.56
POI012713,PO12713,P0052,218,2.04,444.72
POI012714,PO12714,P0052,204,2.04,416.16
POI012715,PO12715,P0052,204,2.04,416.16
POI012716,PO12716,P0053,129,18.63,2403.27
POI012717,PO12717,P0053,127,24.5,3111.5
POI012718,PO12718,P0053,131,24.5,3209.5
POI012719,PO12719,P0053,132,24.5,3234.0
POI012720,PO12720,P0053,131,18.63,2440.53
POI012721,PO12721,P0053,126,24.5,3087.0
POI012722,PO12722,P0053,136,18.63,2533.68
POI012723,PO12723,P0053,127,24.5,3111.5
POI012724,PO12724,P0053,129,18.63,2403.27
POI012725,PO12725,P0053,126,24.5,3087.0
POI012726,PO12726,P0053,130,24.5,3185.0
POI012727,PO12727,P0053,127,18.63,2366.01
POI012728,PO12728,P0053,126,18.63,2347.38
POI012729,PO12729,P0053,128,18.63,2384.64
POI012730,PO12730,P0054,101,9.56,965.56
POI012731,PO12731,P0054,81,8.35,676.35
POI012732,PO12732,P0054,88,8.35,734.8
POI012733,PO12733,P0054,99,9.56,946.44
POI012734,PO12734,P0054,85,8.35,709.75
POI012735,PO12735,P0054,90,9.22,829.8
POI012736,PO12736,P0054,87,9.22,802.14
POI012737,PO12737,P0054,108,8.35,901.8
POI012738,PO12738,P0054,107,9.56,1022.92
POI012739,PO12739,P0054,97,9.56,927.32
POI012740,PO12740,P0054,106,9.22,977.32
POI012741,PO12741,P0054,86,9.22,792.92
POI012742,PO12742,P0054,82,9.22,756.04
POI012743,PO12743,P0054,90,9.22,829.8
POI012744,PO12744,P0054,98,9.56,936.88
POI012745,PO12745,P0054,83,9.56,793.48
POI012746,PO12746,P0054,92,8.35,768.2
POI012747,PO12747,P0054,101,9.22,931.22
POI012748,PO12748,P0054,98,8.35,818.3
POI012749,PO12749,P0054,89,8.35,743.15
POI012750,PO12750,P0054,94,9.22,866.68
POI012751,PO12751,P0054,93,8.35,776.55
POI012752,PO12752,P0054,97,8.35,809.95
POI012753,PO12753,P0054,83,9.22,765.26
POI012754,PO12754,P0054,100,9.22,922.0
POI012755,PO12755,P0054,101,9.22,931.22
POI012756,PO12756,P0054,98,9.56,936.88
POI012757,PO12757,P0054,87,9.56,831.72
POI012758,PO12758,P0054,102,9.56,975.12
POI012759,PO12759,P0054,104,9.22,958.88
POI012760,PO12760,P0054,89,9.22,820.58
POI012761,PO12761,P0054,98,9.56,936.88
POI012762,PO12762,P0054,93,9.22,857.46
POI012763,PO12763,P0054,82,9.56,783.92
POI012764,PO12764,P0054,84,9.22,774.48
POI012765,PO12765,P0054,84,9.56,803.04
POI012766,PO12766,P0054,96,9.56,917.76
POI012767,PO12767,P0054,85,9.22,783.7
POI012768,PO12768,P0054,83,9.22,765.26
POI012769,PO12769,P0054,99,9.56,946.44
POI012770,PO12770,P0054,83,8.35,693.05
POI012771,PO12771,P0054,81,8.35,676.35
POI012772,PO12772,P0054,90,9.56,860.4
POI012773,PO12773,P0054,89,9.22,820.58
POI012774,PO12774,P0054,81,8.35,676.35
POI012775,PO12775,P0054,84,8.35,701.4
POI012776,PO12776,P0054,96,9.56,917.76
POI012777,PO12777,P0054,98,8.35,818.3
POI012778,PO12778,P0054,103,9.22,949.66
POI012779,PO12779,P0054,91,9.22,839.02
POI012780,PO12780,P0054,82,9.56,783.92
POI012781,PO12781,P0054,92,8.35,768.2
POI012782,PO12782,P0054,102,9.56,975.12
POI012783,PO12783,P0054,94,8.35,784.9
POI012784,PO12784,P0054,81,9.22,746.82
POI012785,PO12785,P0054,97,9.56,927.32
POI012786,PO12786,P0054,98,8.35,818.3
POI012787,PO12787,P0054,103,8.35,860.05
POI012788,PO12788,P0054,97,8.35,809.95
POI012789,PO12789,P0054,87,9.22,802.14
POI012790,PO12790,P0054,93,9.22,857.46
POI012791,PO12791,P0054,92,9.56,879.52
POI012792,PO12792,P0054,93,9.56,889.08
POI012793,PO12793,P0054,99,9.56,946.44
POI012794,PO12794,P0054,84,9.22,774.48
POI012795,PO12795,P0054,97,8.35,809.95
POI012796,PO12796,P0054,92,9.22,848.24
POI012797,PO12797,P0054,84,8.35,701.4
POI012798,PO12798,P0054,100,9.56,956.0
POI012799,PO12799,P0054,92,8.35,768.2
POI012800,PO12800,P0054,88,9.22,811.36
POI012801,PO12801,P0054,82,8.35,684.7
POI012802,PO12802,P0054,95,9.22,875.9
POI012803,PO12803,P0054,91,9.22,839.02
POI012804,PO12804,P0054,93,8.35,776.55
POI012805,PO12805,P0054,99,8.35,826.65
POI012806,PO12806,P0054,83,9.22,765.26
POI012807,PO12807,P0054,88,9.22,811.36
POI012808,PO12808,P0054,102,8.35,851.7
POI012809,PO12809,P0054,85,8.35,709.75
POI012810,PO12810,P0054,82,9.56,783.92
POI012811,PO12811,P0054,87,9.22,802.14
POI012812,PO12812,P0054,92,9.56,879.52
POI012813,PO12813,P0054,102,9.22,940.44
POI012814,PO12814,P0054,88,9.22,811.36
POI012815,PO12815,P0054,97,9.56,927.32
POI012816,PO12816,P0054,92,9.22,848.24
POI012817,PO12817,P0054,81,9.22,746.82
POI012818,PO12818,P0054,104,8.35,868.4
POI012819,PO12819,P0054,96,9.56,917.76
POI012820,PO12820,P0054,90,9.56,860.4
POI012821,PO12821,P0054,91,9.22,839.02
POI012822,PO12822,P0054,85,8.35,709.75
POI012823,PO12823,P0054,94,8.35,784.9
POI012824,PO12824,P0054,106,9.22,977.32
POI012825,PO12825,P0055,228,11.96,2726.88
POI012826,PO12826,P0055,228,11.96,2726.88
POI012827,PO12827,P0055,223,11.96,2667.08
POI012828,PO12828,P0055,229,11.96,2738.84
POI012829,PO12829,P0055,229,11.96,2738.84
POI012830,PO12830,P0055,226,11.96,2702.96
POI012831,PO12831,P0055,229,11.96,2738.84
POI012832,PO12832,P0055,224,11.96,2679.04
POI012833,PO12833,P0055,228,11.96,2726.88
POI012834,PO12834,P0055,227,11.96,2714.92
POI012835,PO12835,P0055,227,11.96,2714.92
POI012836,PO12836,P0055,228,11.96,2726.88
POI012837,PO12837,P0055,225,11.96,2691.0
POI012838,PO12838,P0055,230,11.96,2750.8
POI012839,PO12839,P0055,231,11.96,2762.76
POI012840,PO12840,P0056,280,21.23,5944.4
POI012841,PO12841,P0056,284,17.73,5035.32
POI012842,PO12842,P0056,282,20.87,5885.34
POI012843,PO12843,P0056,283,20.87,5906.21
POI012844,PO12844,P0056,281,21.23,5965.63
POI012845,PO12845,P0056,290,20.87,6052.3
POI012846,PO12846,P0056,285,17.73,5053.05
POI012847,PO12847,P0056,284,20.87,5927.08
POI012848,PO12848,P0056,281,17.73,4982.13
POI012849,PO12849,P0056,289,21.23,6135.47
POI012850,PO12850,P0056,285,20.87,5947.95
POI012851,PO12851,P0056,284,20.87,5927.08
POI012852,PO12852,P0056,285,20.87,5947.95
POI012853,PO12853,P0057,170,16.53,2810.1
POI012854,PO12854,P0057,172,16.41,2822.52
POI012855,PO12855,P0057,171,16.53,2826.63
POI012856,PO12856,P0057,172,16.53,2843.16
POI012857,PO12857,P0057,174,16.53,2876.22
POI012858,PO12858,P0057,171,16.53,2826.63
POI012859,PO12859,P0057,172,16.53,2843.16
POI012860,PO12860,P0057,171,16.53,2826.63
POI012861,PO12861,P0057,171,16.41,2806.11
POI012862,PO12862,P0057,170,16.53,2810.1
POI012863,PO12863,P0057,176,16.41,2888.16
POI012864,PO12864,P0057,172,16.53,2843.16
POI012865,PO12865,P0057,172,16.53,2843.16
POI012866,PO12866,P0057,173,16.53,2859.69
POI012867,PO12867,P0057,173,16.53,2859.69
POI012868,PO12868,P0057,173,16.53,2859.69
POI012869,PO12869,P0057,170,16.53,2810.1
POI012870,PO12870,P0057,171,16.41,2806.11
POI012871,PO12871,P0057,174,16.53,2876.22
POI012872,PO12872,P0057,176,16.41,2888.16
POI012873,PO12873,P0058,135,12.47,1683.45
POI012874,PO12874,P0058,132,12.47,1646.04
POI012875,PO12875,P0058,144,12.47,1795.68
POI012876,PO12876,P0058,137,12.47,1708.39
POI012877,PO12877,P0058,140,12.47,1745.8
POI012878,PO12878,P0058,148,12.47,1845.56
POI012879,PO12879,P0058,134,12.47,1670.98
POI012880,PO12880,P0058,142,12.47,1770.74
POI012881,PO12881,P0058,138,12.47,1720.86
POI012882,PO12882,P0058,134,12.47,1670.98
POI012883,PO12883,P0058,136,12.47,1695.92
POI012884,PO12884,P0058,132,12.47,1646.04
POI012885,PO12885,P0058,133,12.47,1658.51
POI012886,PO12886,P0058,139,12.47,1733.33
POI012887,PO12887,P0058,137,12.47,1708.39
POI012888,PO12888,P0058,132,12.47,1646.04
POI012889,PO12889,P0058,137,12.47,1708.39
POI012890,PO12890,P0058,141,12.47,1758.27
POI012891,PO12891,P0058,133,12.47,1658.51
POI012892,PO12892,P0058,145,12.47,1808.15
POI012893,PO12893,P0058,141,12.47,1758.27
POI012894,PO12894,P0058,144,12.47,1795.68
POI012895,PO12895,P0058,132,12.47,1646.04
POI012896,PO12896,P0058,142,12.47,1770.74
POI012897,PO12897,P0058,135,12.47,1683.45
POI012898,PO12898,P0058,140,12.47,1745.8
POI012899,PO12899,P0058,137,12.47,1708.39
POI012900,PO12900,P0058,142,12.47,1770.74
POI012901,PO12901,P0058,133,12.47,1658.51
POI012902,PO12902,P0058,140,12.47,1745.8
POI012903,PO12903,P0058,133,12.47,1658.51
POI012904,PO12904,P0059,346,19.28,6670.88
POI012905,PO12905,P0059,346,19.28,6670.88
POI012906,PO12906,P0059,346,17.17,5940.82
POI012907,PO12907,P0059,346,17.17,5940.82
POI012908,PO12908,P0059,346,19.28,6670.88
POI012909,PO12909,P0059,346,19.28,6670.88
POI012910,PO12910,P0059,346,19.28,6670.88
POI012911,PO12911,P0059,346,17.17,5940.82
POI012912,PO12912,P0059,346,19.28,6670.88
POI012913,PO12913,P0059,346,19.28,6670.88
POI012914,PO12914,P0059,346,17.17,5940.82
POI012915,PO12915,P0059,337,17.17,5786.29
POI012916,PO12916,P0059,346,19.28,6670.88
POI012917,PO12917,P0059,337,19.28,6497.36
POI012918,PO12918,P0059,344,19.28,6632.32
POI012919,PO12919,P0059,346,19.28,6670.88
POI012920,PO12920,P0059,346,19.28,6670.88
POI012921,PO12921,P0059,337,19.28,6497.36
POI012922,PO12922,P0059,346,17.17,5940.82
POI012923,PO12923,P0059,336,17.17,5769.12
POI012924,PO12924,P0059,346,17.17,5940.82
POI012925,PO12925,P0059,345,17.17,5923.65
POI012926,PO12926,P0059,346,19.28,6670.88
POI012927,PO12927,P0059,337,19.28,6497.36
POI012928,PO12928,P0059,346,19.28,6670.88
POI012929,PO12929,P0059,337,17.17,5786.29
POI012930,PO12930,P0059,344,19.28,6632.32
POI012931,PO12931,P0059,336,19.28,6478.08
POI012932,PO12932,P0059,346,19.28,6670.88
POI012933,PO12933,P0059,338,19.28,6516.64
POI012934,PO12934,P0059,346,19.28,6670.88
POI012935,PO12935,P0060,398,5.54,2204.92
POI012936,PO12936,P0060,398,5.54,2204.92
POI012937,PO12937,P0060,395,5.54,2188.3
POI012938,PO12938,P0060,395,5.54,2188.3
POI012939,PO12939,P0060,395,5.54,2188.3
POI012940,PO12940,P0061,479,14.25,6825.75
POI012941,PO12941,P0061,484,14.25,6897.0
POI012942,PO12942,P0061,484,14.25,6897.0
POI012943,PO12943,P0061,480,14.25,6840.0
POI012944,PO12944,P0061,484,14.25,6897.0
POI012945,PO12945,P0061,484,14.25,6897.0
POI012946,PO12946,P0061,484,14.25,6897.0
POI012947,PO12947,P0061,484,14.25,6897.0
POI012948,PO12948,P0061,484,14.25,6897.0
POI012949,PO12949,P0061,484,14.25,6897.0
POI012950,PO12950,P0061,484,14.25,6897.0
POI012951,PO12951,P0061,484,14.25,6897.0
POI012952,PO12952,P0061,484,14.25,6897.0
POI012953,PO12953,P0061,479,14.25,6825.75
POI012954,PO12954,P0061,480,14.25,6840.0
POI012955,PO12955,P0061,480,14.25,6840.0
POI012956,PO12956,P0061,484,14.25,6897.0
POI012957,PO12957,P0062,118,17.75,2094.5
POI012958,PO12958,P0062,112,13.98,1565.76
POI012959,PO12959,P0062,114,18.24,2079.36
POI012960,PO12960,P0062,115,17.75,2041.25
POI012961,PO12961,P0062,115,13.98,1607.7
POI012962,PO12962,P0062,114,13.98,1593.72
POI012963,PO12963,P0062,109,17.75,1934.75
POI012964,PO12964,P0062,129,17.75,2289.75
POI012965,PO12965,P0062,110,18.24,2006.4
POI012966,PO12966,P0062,112,17.75,1988.0
POI012967,PO12967,P0062,117,18.24,2134.08
POI012968,PO12968,P0062,114,17.75,2023.5
POI012969,PO12969,P0062,110,17.75,1952.5
POI012970,PO12970,P0062,109,13.98,1523.82
POI012971,PO12971,P0062,114,18.24,2079.36
POI012972,PO12972,P0062,113,17.75,2005.75
POI012973,PO12973,P0062,111,17.75,1970.25
POI012974,PO12974,P0062,118,17.75,2094.5
POI012975,PO12975,P0062,118,18.24,2152.32
POI012976,PO12976,P0062,113,13.98,1579.74
POI012977,PO12977,P0062,119,13.98,1663.62
POI012978,PO12978,P0062,113,13.98,1579.74
POI012979,PO12979,P0062,114,18.24,2079.36
POI012980,PO12980,P0062,111,18.24,2024.64
POI012981,PO12981,P0062,115,13.98,1607.7
POI012982,PO12982,P0062,112,13.98,1565.76
POI012983,PO12983,P0062,113,18.24,2061.12
POI012984,PO12984,P0062,114,18.24,2079.36
POI012985,PO12985,P0062,116,13.98,1621.68
POI012986,PO12986,P0062,112,18.24,2042.88
POI012987,PO12987,P0062,116,13.98,1621.68
POI012988,PO12988,P0062,115,13.98,1607.7
POI012989,PO12989,P0062,112,13.98,1565.76
POI012990,PO12990,P0062,119,18.24,2170.56
POI012991,PO12991,P0062,109,18.24,1988.16
POI012992,PO12992,P0062,113,17.75,2005.75
POI012993,PO12993,P0063,187,20.1,3758.7
POI012994,PO12994,P0063,183,22.37,4093.71
POI012995,PO12995,P0063,187,20.1,3758.7
POI012996,PO12996,P0063,188,20.1,3778.8
POI012997,PO12997,P0063,182,22.37,4071.34
POI012998,PO12998,P0063,184,20.1,3698.4
POI012999,PO12999,P0063,192,20.1,3859.2
POI013000,PO13000,P0063,192,20.1,3859.2
POI013001,PO13001,P0063,186,20.1,3738.6
POI013002,PO13002,P0063,187,22.37,4183.19
POI013003,PO13003,P0063,185,20.1,3718.5
POI013004,PO13004,P0063,188,22.37,4205.56
POI013005,PO13005,P0063,186,22.37,4160.82
POI013006,PO13006,P0063,185,20.1,3718.5
POI013007,PO13007,P0063,192,20.1,3859.2
POI013008,PO13008,P0063,191,20.1,3839.1
POI013009,PO13009,P0063,186,22.37,4160.82
POI013010,PO13010,P0063,187,20.1,3758.7
POI013011,PO13011,P0063,182,22.37,4071.34
POI013012,PO13012,P0063,188,22.37,4205.56
POI013013,PO13013,P0063,192,22.37,4295.04
POI013014,PO13014,P0063,187,22.37,4183.19
POI013015,PO13015,P0063,182,20.1,3658.2
POI013016,PO13016,P0063,191,20.1,3839.1
POI013017,PO13017,P0063,192,22.37,4295.04
POI013018,PO13018,P0064,220,1.28,281.6
POI013019,PO13019,P0064,218,1.28,279.04
POI013020,PO13020,P0064,231,1.28,295.68
POI013021,PO13021,P0064,222,1.28,284.16
POI013022,PO13022,P0064,222,1.28,284.16
POI013023,PO13023,P0064,226,1.28,289.28
POI013024,PO13024,P0064,219,1.28,280.32
POI013025,PO13025,P0064,227,1.28,290.56
POI013026,PO13026,P0064,213,1.28,272.64
POI013027,PO13027,P0064,215,1.28,275.2
POI013028,PO13028,P0064,221,1.28,282.88
POI013029,PO13029,P0064,228,1.28,291.84
POI013030,PO13030,P0064,225,1.28,288.0
POI013031,PO13031,P0064,223,1.28,285.44
POI013032,PO13032,P0064,225,1.28,288.0
POI013033,PO13033,P0064,217,1.28,277.76
POI013034,PO13034,P0064,224,1.28,286.72
POI013035,PO13035,P0064,231,1.28,295.68
POI013036,PO13036,P0064,220,1.28,281.6
POI013037,PO13037,P0064,216,1.28,276.48
POI013038,PO13038,P0064,223,1.28,285.44
POI013039,PO13039,P0064,226,1.28,289.28
POI013040,PO13040,P0064,217,1.28,277.76
POI013041,PO13041,P0064,218,1.28,279.04
POI013042,PO13042,P0064,225,1.28,288.0
POI013043,PO13043,P0064,231,1.28,295.68
POI013044,PO13044,P0065,283,0.81,229.23
POI013045,PO13045,P0065,281,0.81,227.61
POI013046,PO13046,P0065,275,0.81,222.75
POI013047,PO13047,P0065,282,0.81,228.42
POI013048,PO13048,P0065,282,0.81,228.42
POI013049,PO13049,P0065,279,0.81,225.99
POI013050,PO13050,P0065,282,0.81,228.42
POI013051,PO13051,P0065,289,0.81,234.09
POI013052,PO13052,P0065,287,0.81,232.47
POI013053,PO13053,P0065,279,0.81,225.99
POI013054,PO13054,P0065,285,0.81,230.85
POI013055,PO13055,P0065,289,0.81,234.09
POI013056,PO13056,P0065,276,0.81,223.56
POI013057,PO13057,P0065,278,0.81,225.18
POI013058,PO13058,P0065,276,0.81,223.56
POI013059,PO13059,P0065,300,0.81,243.0
POI013060,PO13060,P0065,284,0.81,230.04
POI013061,PO13061,P0065,277,0.81,224.37
POI013062,PO13062,P0065,274,0.81,221.94
POI013063,PO13063,P0065,271,0.81,219.51
POI013064,PO13064,P0065,277,0.81,224.37
POI013065,PO13065,P0065,272,0.81,220.32
POI013066,PO13066,P0065,286,0.81,231.66
POI013067,PO13067,P0065,277,0.81,224.37
POI013068,PO13068,P0065,271,0.81,219.51
POI013069,PO13069,P0066,128,22.31,2855.68
POI013070,PO13070,P0066,127,17.67,2244.09
POI013071,PO13071,P0066,125,17.67,2208.75
POI013072,PO13072,P0066,131,22.73,2977.63
POI013073,PO13073,P0066,129,17.67,2279.43
POI013074,PO13074,P0066,131,22.73,2977.63
POI013075,PO13075,P0066,126,22.31,2811.06
POI013076,PO13076,P0066,133,17.67,2350.11
POI013077,PO13077,P0066,126,22.73,2863.98
POI013078,PO13078,P0066,130,17.67,2297.1
POI013079,PO13079,P0066,129,22.31,2877.99
POI013080,PO13080,P0066,126,22.31,2811.06
POI013081,PO13081,P0066,128,22.73,2909.44
POI013082,PO13082,P0066,127,22.73,2886.71
POI013083,PO13083,P0066,130,22.31,2900.3
POI013084,PO13084,P0066,125,17.67,2208.75
POI013085,PO13085,P0067,383,13.55,5189.65
POI013086,PO13086,P0067,395,13.55,5352.25
POI013087,PO13087,P0067,388,12.44,4826.72
POI013088,PO13088,P0067,392,13.55,5311.6
POI013089,PO13089,P0067,383,12.44,4764.52
POI013090,PO13090,P0067,388,13.55,5257.4
POI013091,PO13091,P0067,386,13.55,5230.3
POI013092,PO13092,P0067,395,13.55,5352.25
POI013093,PO13093,P0067,386,14.93,5762.98
POI013094,PO13094,P0067,383,12.44,4764.52
POI013095,PO13095,P0067,390,13.55,5284.5
POI013096,PO13096,P0067,396,12.44,4926.24
POI013097,PO13097,P0068,145,3.74,542.3
POI013098,PO13098,P0068,144,3.58,515.52
POI013099,PO13099,P0068,151,3.74,564.74
POI013100,PO13100,P0068,146,3.58,522.68
POI013101,PO13101,P0068,147,3.74,549.78
POI013102,PO13102,P0068,149,3.98,593.02
POI013103,PO13103,P0068,152,3.98,604.96
POI013104,PO13104,P0068,143,3.74,534.82
POI013105,PO13105,P0068,150,3.58,537.0
POI013106,PO13106,P0068,156,3.74,583.44
POI013107,PO13107,P0068,145,3.74,542.3
POI013108,PO13108,P0068,144,3.98,573.12
POI013109,PO13109,P0068,143,3.74,534.82
POI013110,PO13110,P0068,151,3.58,540.58
POI013111,PO13111,P0068,150,3.98,597.0
POI013112,PO13112,P0068,146,3.58,522.68
POI013113,PO13113,P0068,149,3.98,593.02
POI013114,PO13114,P0068,155,3.74,579.7
POI013115,PO13115,P0068,146,3.58,522.68
POI013116,PO13116,P0069,277,7.68,2127.36
POI013117,PO13117,P0069,274,7.68,2104.32
POI013118,PO13118,P0069,277,7.68,2127.36
POI013119,PO13119,P0069,275,8.53,2345.75
POI013120,PO13120,P0069,275,8.53,2345.75
POI013121,PO13121,P0069,283,7.68,2173.44
POI013122,PO13122,P0069,279,7.68,2142.72
POI013123,PO13123,P0069,284,7.68,2181.12
POI013124,PO13124,P0069,277,8.53,2362.81
POI013125,PO13125,P0069,276,7.68,2119.68
POI013126,PO13126,P0069,280,7.68,2150.4
POI013127,PO13127,P0069,273,8.53,2328.69
POI013128,PO13128,P0069,274,7.68,2104.32
POI013129,PO13129,P0070,489,7.67,3750.63
POI013130,PO13130,P0070,496,7.67,3804.32
POI013131,PO13131,P0070,496,7.67,3804.32
POI013132,PO13132,P0070,496,7.67,3804.32
POI013133,PO13133,P0070,496,7.67,3804.32
POI013134,PO13134,P0070,496,7.67,3804.32
POI013135,PO13135,P0070,493,7.67,3781.31
POI013136,PO13136,P0070,487,7.67,3735.29
POI013137,PO13137,P0070,496,7.67,3804.32
POI013138,PO13138,P0070,495,7.67,3796.65
POI013139,PO13139,P0070,492,7.67,3773.64
POI013140,PO13140,P0070,496,7.67,3804.32
POI013141,PO13141,P0070,488,7.67,3742.96
POI013142,PO13142,P0070,496,7.67,3804.32
POI013143,PO13143,P0070,485,7.67,3719.95
POI013144,PO13144,P0070,495,7.67,3796.65
POI013145,PO13145,P0070,496,7.67,3804.32
POI013146,PO13146,P0070,489,7.67,3750.63
POI013147,PO13147,P0070,496,7.67,3804.32
POI013148,PO13148,P0070,495,7.67,3796.65
POI013149,PO13149,P0070,485,7.67,3719.95
POI013150,PO13150,P0071,87,12.78,1111.86
POI013151,PO13151,P0071,84,12.78,1073.52
POI013152,PO13152,P0071,88,11.75,1034.0
POI013153,PO13153,P0071,77,12.78,984.06
POI013154,PO13154,P0071,83,12.78,1060.74
POI013155,PO13155,P0071,91,10.15,923.65
POI013156,PO13156,P0071,73,10.15,740.95
POI013157,PO13157,P0071,85,12.78,1086.3
POI013158,PO13158,P0071,75,12.78,958.5
POI013159,PO13159,P0071,76,10.15,771.4
POI013160,PO13160,P0071,86,11.75,1010.5
POI013161,PO13161,P0071,95,10.15,964.25
POI013162,PO13162,P0071,79,10.15,801.85
POI013163,PO13163,P0071,85,10.15,862.75
POI013164,PO13164,P0071,74,10.15,751.1
POI013165,PO13165,P0071,74,10.15,751.1
POI013166,PO13166,P0071,86,10.15,872.9
POI013167,PO13167,P0071,83,11.75,975.25
POI013168,PO13168,P0071,77,11.75,904.75
POI013169,PO13169,P0071,78,10.15,791.7
POI013170,PO13170,P0071,83,12.78,1060.74
POI013171,PO13171,P0071,78,12.78,996.84
POI013172,PO13172,P0071,82,11.75,963.5
POI013173,PO13173,P0071,89,12.78,1137.42
POI013174,PO13174,P0071,86,12.78,1099.08
POI013175,PO13175,P0071,88,12.78,1124.64
POI013176,PO13176,P0071,107,11.75,1257.25
POI013177,PO13177,P0071,92,11.75,1081.0
POI013178,PO13178,P0071,83,12.78,1060.74
POI013179,PO13179,P0071,74,12.78,945.72
POI013180,PO13180,P0071,81,12.78,1035.18
POI013181,PO13181,P0071,85,12.78,1086.3
POI013182,PO13182,P0071,80,12.78,1022.4
POI013183,PO13183,P0071,78,10.15,791.7
POI013184,PO13184,P0071,82,11.75,963.5
POI013185,PO13185,P0071,98,11.75,1151.5
POI013186,PO13186,P0071,79,10.15,801.85
POI013187,PO13187,P0071,92,11.75,1081.0
POI013188,PO13188,P0071,80,10.15,812.0
POI013189,PO13189,P0071,87,12.78,1111.86
POI013190,PO13190,P0071,85,12.78,1086.3
POI013191,PO13191,P0071,87,11.75,1022.25
POI013192,PO13192,P0071,79,12.78,1009.62
POI013193,PO13193,P0071,89,10.15,903.35
POI013194,PO13194,P0071,85,11.75,998.75
POI013195,PO13195,P0071,102,11.75,1198.5
POI013196,PO13196,P0071,84,12.78,1073.52
POI013197,PO13197,P0071,76,12.78,971.28
POI013198,PO13198,P0071,93,10.15,943.95
POI013199,PO13199,P0071,88,12.78,1124.64
POI013200,PO13200,P0071,73,12.78,932.94
POI013201,PO13201,P0071,82,12.78,1047.96
POI013202,PO13202,P0071,81,10.15,822.15
POI013203,PO13203,P0071,82,11.75,963.5
POI013204,PO13204,P0071,89,12.78,1137.42
POI013205,PO13205,P0071,75,10.15,761.25
POI013206,PO13206,P0071,77,12.78,984.06
POI013207,PO13207,P0071,76,10.15,771.4
POI013208,PO13208,P0071,88,11.75,1034.0
POI013209,PO13209,P0071,75,12.78,958.5
POI013210,PO13210,P0071,74,10.15,751.1
POI013211,PO13211,P0071,82,10.15,832.3
POI013212,PO13212,P0071,78,12.78,996.84
POI013213,PO13213,P0071,79,11.75,928.25
POI013214,PO13214,P0071,87,10.15,883.05
POI013215,PO13215,P0071,76,12.78,971.28
POI013216,PO13216,P0071,81,12.78,1035.18
POI013217,PO13217,P0071,76,11.75,893.0
POI013218,PO13218,P0071,79,11.75,928.25
POI013219,PO13219,P0071,80,12.78,1022.4
POI013220,PO13220,P0071,76,11.75,893.0
POI013221,PO13221,P0071,83,11.75,975.25
POI013222,PO13222,P0071,83,12.78,1060.74
POI013223,PO13223,P0071,74,11.75,869.5
POI013224,PO13224,P0071,90,10.15,913.5
POI013225,PO13225,P0071,77,10.15,781.55
POI013226,PO13226,P0071,77,10.15,781.55
POI013227,PO13227,P0071,74,11.75,869.5
POI013228,PO13228,P0071,91,11.75,1069.25
POI013229,PO13229,P0071,84,11.75,987.0
POI013230,PO13230,P0071,91,10.15,923.65
POI013231,PO13231,P0071,73,10.15,740.95
POI013232,PO13232,P0071,73,11.75,857.75
POI013233,PO13233,P0071,73,12.78,932.94
POI013234,PO13234,P0071,81,12.78,1035.18
POI013235,PO13235,P0071,87,10.15,883.05
POI013236,PO13236,P0072,177,13.98,2474.46
POI013237,PO13237,P0072,175,13.98,2446.5
POI013238,PO13238,P0072,176,16.31,2870.56
POI013239,PO13239,P0072,177,13.98,2474.46
POI013240,PO13240,P0072,177,16.31,2886.87
POI013241,PO13241,P0072,174,13.98,2432.52
POI013242,PO13242,P0072,177,16.31,2886.87
POI013243,PO13243,P0072,175,16.31,2854.25
POI013244,PO13244,P0072,170,13.98,2376.6
