date,store_id,product_id,opening_stock,units_sold,received_qty,closing_stock,available_stock,stockout_flag
2025-08-09,S04,P0067,385,12,0,373,46,0
2025-08-10,S04,P0067,373,9,0,364,37,0
2025-08-11,S04,P0067,364,5,0,359,32,0
2025-08-12,S04,P0067,359,7,0,352,25,0
2025-08-13,S04,P0067,352,13,0,339,12,0
2025-08-14,S04,P0067,339,13,0,326,0,0
2025-08-15,S04,P0067,326,5,0,321,0,0
2025-08-16,S04,P0067,321,15,0,306,0,0
2025-08-17,S04,P0067,306,5,0,301,0,0
2025-08-18,S04,P0067,301,5,0,296,0,0
2025-08-19,S04,P0067,296,4,0,292,0,0
2025-08-20,S04,P0067,292,2,0,290,0,0
2025-08-21,S04,P0067,290,8,0,282,0,0
2025-08-22,S04,P0067,282,10,0,272,0,0
2025-08-23,S04,P0067,272,7,0,265,0,0
2025-08-24,S04,P0067,265,8,0,257,0,0
2025-08-25,S04,P0067,257,8,0,249,0,0
2025-08-26,S04,P0067,249,10,0,239,0,0
2025-08-27,S04,P0067,239,11,0,228,0,0
2025-08-28,S04,P0067,228,9,0,219,0,0
2025-08-29,S04,P0067,219,9,0,210,0,0
2025-08-30,S04,P0067,210,12,0,198,0,0
2025-08-31,S04,P0067,198,8,0,190,0,0
2025-09-01,S04,P0067,190,2,0,188,0,0
2025-09-02,S04,P0067,188,7,0,181,0,0
2025-09-03,S04,P0067,181,3,0,178,0,0
2025-09-04,S04,P0067,178,11,0,167,0,0
2025-09-05,S04,P0067,167,4,0,163,0,0
2025-09-06,S04,P0067,163,8,0,155,0,0
2025-09-07,S04,P0067,155,6,0,149,0,0
2025-09-08,S04,P0067,149,11,0,138,0,0
2025-09-09,S04,P0067,138,3,0,135,0,0
2025-09-10,S04,P0067,135,10,0,125,0,0
2025-09-11,S04,P0067,125,8,0,117,0,0
2025-09-12,S04,P0067,117,4,0,113,0,0
2025-09-13,S04,P0067,113,18,0,95,0,0
2025-09-14,S04,P0067,95,9,0,86,0,0
2025-09-15,S04,P0067,86,4,0,82,0,0
2025-09-16,S04,P0067,82,11,0,71,0,0
2025-09-17,S04,P0067,71,3,0,68,0,0
2025-09-18,S04,P0067,68,3,0,65,0,0
2025-09-19,S04,P0067,65,7,0,58,0,0
2025-09-20,S04,P0067,58,5,0,53,0,0
2025-09-21,S04,P0067,53,3,0,50,0,0
2025-09-22,S04,P0067,50,4,0,46,0,0
2025-09-23,S04,P0067,46,9,0,37,0,0
2025-09-24,S04,P0067,37,3,0,34,0,0
2025-09-25,S04,P0067,34,10,385,409,82,0
2025-09-26,S04,P0067,409,8,0,401,74,0
2025-09-27,S04,P0067,401,8,0,393,66,0
2025-09-28,S04,P0067,393,8,0,385,58,0
2025-09-29,S04,P0067,385,6,0,379,52,0
2025-09-30,S04,P0067,379,5,0,374,47,0
2025-10-01,S04,P0067,374,5,0,369,42,0
2025-10-02,S04,P0067,369,4,0,365,38,0
2025-10-03,S04,P0067,365,7,0,358,31,0
2025-10-04,S04,P0067,358,7,0,351,24,0
2025-10-05,S04,P0067,351,13,0,338,11,0
2025-10-06,S04,P0067,338,11,0,327,0,0
2025-10-07,S04,P0067,327,6,0,321,0,0
2025-10-08,S04,P0067,321,6,0,315,0,0
2025-10-09,S04,P0067,315,7,0,308,0,0
2025-10-10,S04,P0067,308,9,0,299,0,0
2025-10-11,S04,P0067,299,6,0,293,0,0
2025-10-12,S04,P0067,293,12,0,281,0,0
2025-10-13,S04,P0067,281,7,0,274,0,0
2025-10-14,S04,P0067,274,13,0,261,0,0
2025-10-15,S04,P0067,261,11,0,250,0,0
2025-10-16,S04,P0067,250,10,0,240,0,0
2025-10-17,S04,P0067,240,10,0,230,0,0
2025-10-18,S04,P0067,230,10,0,220,0,0
2025-10-19,S04,P0067,220,6,0,214,0,0
2025-10-20,S04,P0067,214,8,0,206,0,0
2025-10-21,S04,P0067,206,6,0,200,0,0
2025-10-22,S04,P0067,200,9,0,191,0,0
2025-10-23,S04,P0067,191,9,0,182,0,0
2025-10-24,S04,P0067,182,7,0,175,0,0
2025-10-25,S04,P0067,175,7,0,168,0,0
2025-10-26,S04,P0067,168,8,0,160,0,0
2025-10-27,S04,P0067,160,6,0,154,0,0
2025-10-28,S04,P0067,154,7,0,147,0,0
2025-10-29,S04,P0067,147,7,0,140,0,0
2025-10-30,S04,P0067,140,5,0,135,0,0
2025-10-31,S04,P0067,135,13,0,122,0,0
2025-11-01,S04,P0067,122,13,0,109,0,0
2025-11-02,S04,P0067,109,13,0,96,0,0
2025-11-03,S04,P0067,96,8,0,88,0,0
2025-11-04,S04,P0067,88,8,0,80,0,0
2025-11-05,S04,P0067,80,7,0,73,0,0
2025-11-06,S04,P0067,73,4,0,69,0,0
2025-11-07,S04,P0067,69,7,0,62,0,0
2025-11-08,S04,P0067,62,13,0,49,0,0
2025-11-09,S04,P0067,49,14,0,35,0,0
2025-11-10,S04,P0067,35,7,0,28,0,0
2025-11-11,S04,P0067,28,7,388,409,82,0
2025-11-12,S04,P0067,409,1,0,408,81,0
2025-11-13,S04,P0067,408,8,0,400,73,0
2025-11-14,S04,P0067,400,11,0,389,62,0
2025-11-15,S04,P0067,389,9,0,380,53,0
2025-11-16,S04,P0067,380,8,0,372,45,0
2025-11-17,S04,P0067,372,9,0,363,36,0
2025-11-18,S04,P0067,363,8,0,355,28,0
2025-11-19,S04,P0067,355,5,0,350,23,0
2025-11-20,S04,P0067,350,6,0,344,17,0
2025-11-21,S04,P0067,344,10,0,334,7,0
2025-11-22,S04,P0067,334,17,0,317,0,0
2025-11-23,S04,P0067,317,11,0,306,0,0
2025-11-24,S04,P0067,306,12,0,294,0,0
2025-11-25,S04,P0067,294,8,0,286,0,0
2025-11-26,S04,P0067,286,7,0,279,0,0
2025-11-27,S04,P0067,279,5,0,274,0,0
2025-11-28,S04,P0067,274,7,0,267,0,0
2025-11-29,S04,P0067,267,13,0,254,0,0
2025-11-30,S04,P0067,254,17,0,237,0,0
2025-12-01,S04,P0067,237,6,0,231,0,0
2025-12-02,S04,P0067,231,8,0,223,0,0
2025-12-03,S04,P0067,223,9,0,214,0,0
2025-12-04,S04,P0067,214,8,0,206,0,0
2025-12-05,S04,P0067,206,4,0,202,0,0
2025-12-06,S04,P0067,202,9,0,193,0,0
2025-12-07,S04,P0067,193,13,0,180,0,0
2025-12-08,S04,P0067,180,10,0,170,0,0
2025-12-09,S04,P0067,170,7,0,163,0,0
2025-12-10,S04,P0067,163,7,0,156,0,0
2025-12-11,S04,P0067,156,7,0,149,0,0
2025-12-12,S04,P0067,149,9,0,140,0,0
2025-12-13,S04,P0067,140,7,0,133,0,0
2025-12-14,S04,P0067,133,9,0,124,0,0
2025-12-15,S04,P0067,124,4,0,120,0,0
2025-12-16,S04,P0067,120,7,0,113,0,0
2025-12-17,S04,P0067,113,4,0,109,0,0
2025-12-18,S04,P0067,109,8,0,101,0,0
2025-12-19,S04,P0067,101,9,0,92,0,0
2025-12-20,S04,P0067,92,14,0,78,0,0
2025-12-21,S04,P0067,78,15,0,63,0,0
2025-12-22,S04,P0067,63,4,0,59,0,0
2025-12-23,S04,P0067,59,2,0,57,0,0
2025-12-24,S04,P0067,57,5,0,52,0,0
2025-12-25,S04,P0067,52,8,0,44,0,0
2025-12-26,S04,P0067,44,10,0,34,0,0
2025-12-27,S04,P0067,34,13,388,409,82,0
2025-12-28,S04,P0067,409,10,0,399,72,0
2025-12-29,S04,P0067,399,11,0,388,61,0
2025-12-30,S04,P0067,388,10,0,378,51,0
2025-12-31,S04,P0067,378,16,0,362,35,0
2025-01-01,S04,P0068,69,4,0,65,0,0
2025-01-02,S04,P0068,65,5,0,60,0,0
2025-01-03,S04,P0068,60,9,0,51,0,0
2025-01-04,S04,P0068,51,9,0,42,0,0
2025-01-05,S04,P0068,42,6,0,36,0,0
2025-01-06,S04,P0068,36,6,0,30,0,0
2025-01-07,S04,P0068,30,3,0,27,0,0
2025-01-08,S04,P0068,27,4,0,23,0,0
2025-01-09,S04,P0068,23,3,0,20,0,0
2025-01-10,S04,P0068,20,6,146,160,32,0
2025-01-11,S04,P0068,160,10,0,150,22,0
2025-01-12,S04,P0068,150,2,0,148,20,0
2025-01-13,S04,P0068,148,6,0,142,14,0
2025-01-14,S04,P0068,142,9,0,133,5,0
2025-01-15,S04,P0068,133,7,0,126,0,0
2025-01-16,S04,P0068,126,4,0,122,0,0
2025-01-17,S04,P0068,122,5,0,117,0,0
2025-01-18,S04,P0068,117,7,0,110,0,0
2025-01-19,S04,P0068,110,8,0,102,0,0
2025-01-20,S04,P0068,102,6,0,96,0,0
2025-01-21,S04,P0068,96,5,0,91,0,0
2025-01-22,S04,P0068,91,7,0,84,0,0
2025-01-23,S04,P0068,84,3,0,81,0,0
2025-01-24,S04,P0068,81,4,0,77,0,0
2025-01-25,S04,P0068,77,7,0,70,0,0
2025-01-26,S04,P0068,70,4,0,66,0,0
2025-01-27,S04,P0068,66,8,0,58,0,0
2025-01-28,S04,P0068,58,4,0,54,0,0
2025-01-29,S04,P0068,54,7,0,47,0,0
2025-01-30,S04,P0068,47,7,0,40,0,0
2025-01-31,S04,P0068,40,9,0,31,0,0
2025-02-01,S04,P0068,31,12,0,19,0,0
2025-02-02,S04,P0068,19,5,146,160,32,0
2025-02-03,S04,P0068,160,6,0,154,26,0
2025-02-04,S04,P0068,154,1,0,153,25,0
2025-02-05,S04,P0068,153,6,0,147,19,0
2025-02-06,S04,P0068,147,3,0,144,16,0
2025-02-07,S04,P0068,144,8,0,136,8,0
2025-02-08,S04,P0068,136,7,0,129,1,0
2025-02-09,S04,P0068,129,8,0,121,0,0
2025-02-10,S04,P0068,121,1,0,120,0,0
2025-02-11,S04,P0068,120,9,0,111,0,0
2025-02-12,S04,P0068,111,7,0,104,0,0
2025-02-13,S04,P0068,104,6,0,98,0,0
2025-02-14,S04,P0068,98,9,0,89,0,0
2025-02-15,S04,P0068,89,9,0,80,0,0
2025-02-16,S04,P0068,80,9,0,71,0,0
2025-02-17,S04,P0068,71,3,0,68,0,0
2025-02-18,S04,P0068,68,6,0,62,0,0
2025-02-19,S04,P0068,62,9,0,53,0,0
2025-02-20,S04,P0068,53,8,0,45,0,0
2025-02-21,S04,P0068,45,8,0,37,0,0
2025-02-22,S04,P0068,37,3,0,34,0,0
2025-02-23,S04,P0068,34,6,0,28,0,0
2025-02-24,S04,P0068,28,3,0,25,0,0
2025-02-25,S04,P0068,25,6,0,19,0,0
2025-02-26,S04,P0068,19,8,149,160,32,0
2025-02-27,S04,P0068,160,3,0,157,29,0
2025-02-28,S04,P0068,157,8,0,149,21,0
2025-03-01,S04,P0068,149,10,0,139,11,0
2025-03-02,S04,P0068,139,8,0,131,3,0
2025-03-03,S04,P0068,131,9,0,122,0,0
2025-03-04,S04,P0068,122,3,0,119,0,0
2025-03-05,S04,P0068,119,7,0,112,0,0
2025-03-06,S04,P0068,112,6,0,106,0,0
2025-03-07,S04,P0068,106,6,0,100,0,0
2025-03-08,S04,P0068,100,9,0,91,0,0
2025-03-09,S04,P0068,91,6,0,85,0,0
2025-03-10,S04,P0068,85,12,0,73,0,0
2025-03-11,S04,P0068,73,11,0,62,0,0
2025-03-12,S04,P0068,62,4,0,58,0,0
2025-03-13,S04,P0068,58,5,0,53,0,0
2025-03-14,S04,P0068,53,7,0,46,0,0
2025-03-15,S04,P0068,46,5,0,41,0,0
2025-03-16,S04,P0068,41,8,0,33,0,0
2025-03-17,S04,P0068,33,6,0,27,0,0
2025-03-18,S04,P0068,27,6,0,21,0,0
2025-03-19,S04,P0068,21,9,148,160,32,0
2025-03-20,S04,P0068,160,4,0,156,28,0
2025-03-21,S04,P0068,156,7,0,149,21,0
2025-03-22,S04,P0068,149,5,0,144,16,0
2025-03-23,S04,P0068,144,6,0,138,10,0
2025-03-24,S04,P0068,138,7,0,131,3,0
2025-03-25,S04,P0068,131,14,0,117,0,0
2025-03-26,S04,P0068,117,7,0,110,0,0
2025-03-27,S04,P0068,110,6,0,104,0,0
2025-03-28,S04,P0068,104,10,0,94,0,0
2025-03-29,S04,P0068,94,6,0,88,0,0
2025-03-30,S04,P0068,88,6,0,82,0,0
2025-03-31,S04,P0068,82,11,0,71,0,0
2025-04-01,S04,P0068,71,7,0,64,0,0
2025-04-02,S04,P0068,64,7,0,57,0,0
2025-04-03,S04,P0068,57,9,0,48,0,0
2025-04-04,S04,P0068,48,2,0,46,0,0
2025-04-05,S04,P0068,46,14,0,32,0,0
2025-04-06,S04,P0068,32,9,0,23,0,0
2025-04-07,S04,P0068,23,13,150,160,32,0
2025-04-08,S04,P0068,160,4,0,156,28,0
2025-04-09,S04,P0068,156,4,0,152,24,0
2025-04-10,S04,P0068,152,10,0,142,14,0
2025-04-11,S04,P0068,142,5,0,137,9,0
2025-04-12,S04,P0068,137,6,0,131,3,0
2025-04-13,S04,P0068,131,11,0,120,0,0
2025-04-14,S04,P0068,120,5,0,115,0,0
2025-04-15,S04,P0068,115,7,0,108,0,0
2025-04-16,S04,P0068,108,4,0,104,0,0
2025-04-17,S04,P0068,104,11,0,93,0,0
2025-04-18,S04,P0068,93,7,0,86,0,0
2025-04-19,S04,P0068,86,4,0,82,0,0
2025-04-20,S04,P0068,82,8,0,74,0,0
2025-04-21,S04,P0068,74,3,0,71,0,0
2025-04-22,S04,P0068,71,4,0,67,0,0
2025-04-23,S04,P0068,67,16,0,51,0,0
2025-04-24,S04,P0068,51,3,0,48,0,0
2025-04-25,S04,P0068,48,10,0,38,0,0
2025-04-26,S04,P0068,38,13,0,25,0,0
2025-04-27,S04,P0068,25,6,0,19,0,0
2025-04-28,S04,P0068,19,7,148,160,32,0
2025-04-29,S04,P0068,160,5,0,155,27,0
2025-04-30,S04,P0068,155,8,0,147,19,0
2025-05-01,S04,P0068,147,9,0,138,10,0
2025-05-02,S04,P0068,138,4,0,134,6,0
2025-05-03,S04,P0068,134,8,0,126,0,0
2025-05-04,S04,P0068,126,7,0,119,0,0
2025-05-05,S04,P0068,119,6,0,113,0,0
2025-05-06,S04,P0068,113,6,0,107,0,0
2025-05-07,S04,P0068,107,6,0,101,0,0
2025-05-08,S04,P0068,101,10,0,91,0,0
2025-05-09,S04,P0068,91,7,0,84,0,0
2025-05-10,S04,P0068,84,8,0,76,0,0
2025-05-11,S04,P0068,76,9,0,67,0,0
2025-05-12,S04,P0068,67,7,0,60,0,0
2025-05-13,S04,P0068,60,7,0,53,0,0
2025-05-14,S04,P0068,53,5,0,48,0,0
2025-05-15,S04,P0068,48,3,0,45,0,0
2025-05-16,S04,P0068,45,7,0,38,0,0
2025-05-17,S04,P0068,38,8,0,30,0,0
2025-05-18,S04,P0068,30,3,0,27,0,0
2025-05-19,S04,P0068,27,5,0,22,0,0
2025-05-20,S04,P0068,22,8,146,160,32,0
2025-05-21,S04,P0068,160,6,0,154,26,0
2025-05-22,S04,P0068,154,8,0,146,18,0
2025-05-23,S04,P0068,146,12,0,134,6,0
2025-05-24,S04,P0068,134,1,0,133,5,0
2025-05-25,S04,P0068,133,7,0,126,0,0
2025-05-26,S04,P0068,126,7,0,119,0,0
2025-05-27,S04,P0068,119,6,0,113,0,0
2025-05-28,S04,P0068,113,5,0,108,0,0
2025-05-29,S04,P0068,108,2,0,106,0,0
2025-05-30,S04,P0068,106,3,0,103,0,0
2025-05-31,S04,P0068,103,12,0,91,0,0
2025-06-01,S04,P0068,91,6,0,85,0,0
2025-06-02,S04,P0068,85,6,0,79,0,0
2025-06-03,S04,P0068,79,4,0,75,0,0
2025-06-04,S04,P0068,75,6,0,69,0,0
2025-06-05,S04,P0068,69,6,0,63,0,0
2025-06-06,S04,P0068,63,9,0,54,0,0
2025-06-07,S04,P0068,54,5,0,49,0,0
2025-06-08,S04,P0068,49,8,0,41,0,0
2025-06-09,S04,P0068,41,2,0,39,0,0
2025-06-10,S04,P0068,39,8,0,31,0,0
2025-06-11,S04,P0068,31,5,0,26,0,0
2025-06-12,S04,P0068,26,1,0,25,0,0
2025-06-13,S04,P0068,25,10,145,160,32,0
2025-06-14,S04,P0068,160,8,0,152,24,0
2025-06-15,S04,P0068,152,6,0,146,18,0
2025-06-16,S04,P0068,146,9,0,137,9,0
2025-06-17,S04,P0068,137,4,0,133,5,0
2025-06-18,S04,P0068,133,5,0,128,0,0
2025-06-19,S04,P0068,128,7,0,121,0,0
2025-06-20,S04,P0068,121,10,0,111,0,0
2025-06-21,S04,P0068,111,8,0,103,0,0
2025-06-22,S04,P0068,103,4,0,99,0,0
2025-06-23,S04,P0068,99,5,0,94,0,0
2025-06-24,S04,P0068,94,4,0,90,0,0
2025-06-25,S04,P0068,90,9,0,81,0,0
2025-06-26,S04,P0068,81,6,0,75,0,0
2025-06-27,S04,P0068,75,3,0,72,0,0
2025-06-28,S04,P0068,72,8,0,64,0,0
2025-06-29,S04,P0068,64,8,0,56,0,0
2025-06-30,S04,P0068,56,7,0,49,0,0
2025-07-01,S04,P0068,49,5,0,44,0,0
2025-07-02,S04,P0068,44,4,0,40,0,0
2025-07-03,S04,P0068,40,6,0,34,0,0
2025-07-04,S04,P0068,34,1,0,33,0,0
2025-07-05,S04,P0068,33,7,0,26,0,0
2025-07-06,S04,P0068,26,4,0,22,0,0
2025-07-07,S04,P0068,22,4,0,18,0,0
2025-07-08,S04,P0068,18,10,152,160,32,0
2025-07-09,S04,P0068,160,8,0,152,24,0
2025-07-10,S04,P0068,152,5,0,147,19,0
2025-07-11,S04,P0068,147,8,0,139,11,0
2025-07-12,S04,P0068,139,10,0,129,1,0
2025-07-13,S04,P0068,129,8,0,121,0,0
2025-07-14,S04,P0068,121,5,0,116,0,0
2025-07-15,S04,P0068,116,9,0,107,0,0
2025-07-16,S04,P0068,107,6,0,101,0,0
2025-07-17,S04,P0068,101,3,0,98,0,0
2025-07-18,S04,P0068,98,4,0,94,0,0
2025-07-19,S04,P0068,94,12,0,82,0,0
2025-07-20,S04,P0068,82,11,0,71,0,0
2025-07-21,S04,P0068,71,4,0,67,0,0
2025-07-22,S04,P0068,67,10,0,57,0,0
2025-07-23,S04,P0068,57,10,0,47,0,0
2025-07-24,S04,P0068,47,12,0,35,0,0
2025-07-25,S04,P0068,35,9,0,26,0,0
2025-07-26,S04,P0068,26,8,0,18,0,0
2025-07-27,S04,P0068,18,6,148,160,32,0
2025-07-28,S04,P0068,160,8,0,152,24,0
2025-07-29,S04,P0068,152,2,0,150,22,0
2025-07-30,S04,P0068,150,9,0,141,13,0
2025-07-31,S04,P0068,141,5,0,136,8,0
2025-08-01,S04,P0068,136,7,0,129,1,0
2025-08-02,S04,P0068,129,3,0,126,0,0
2025-08-03,S04,P0068,126,10,0,116,0,0
2025-08-04,S04,P0068,116,5,0,111,0,0
2025-08-05,S04,P0068,111,5,0,106,0,0
2025-08-06,S04,P0068,106,8,0,98,0,0
2025-08-07,S04,P0068,98,6,0,92,0,0
2025-08-08,S04,P0068,92,4,0,88,0,0
2025-08-09,S04,P0068,88,3,0,85,0,0
2025-08-10,S04,P0068,85,7,0,78,0,0
2025-08-11,S04,P0068,78,6,0,72,0,0
2025-08-12,S04,P0068,72,6,0,66,0,0
2025-08-13,S04,P0068,66,7,0,59,0,0
2025-08-14,S04,P0068,59,8,0,51,0,0
2025-08-15,S04,P0068,51,6,0,45,0,0
2025-08-16,S04,P0068,45,6,0,39,0,0
2025-08-17,S04,P0068,39,8,0,31,0,0
2025-08-18,S04,P0068,31,6,0,25,0,0
2025-08-19,S04,P0068,25,5,0,20,0,0
2025-08-20,S04,P0068,20,4,144,160,32,0
2025-08-21,S04,P0068,160,3,0,157,29,0
2025-08-22,S04,P0068,157,8,0,149,21,0
2025-08-23,S04,P0068,149,4,0,145,17,0
2025-08-24,S04,P0068,145,7,0,138,10,0
2025-08-25,S04,P0068,138,2,0,136,8,0
2025-08-26,S04,P0068,136,5,0,131,3,0
2025-08-27,S04,P0068,131,5,0,126,0,0
2025-08-28,S04,P0068,126,5,0,121,0,0
2025-08-29,S04,P0068,121,7,0,114,0,0
2025-08-30,S04,P0068,114,5,0,109,0,0
2025-08-31,S04,P0068,109,3,0,106,0,0
2025-09-01,S04,P0068,106,5,0,101,0,0
2025-09-02,S04,P0068,101,0,0,101,0,0
2025-09-03,S04,P0068,101,6,0,95,0,0
2025-09-04,S04,P0068,95,8,0,87,0,0
2025-09-05,S04,P0068,87,6,0,81,0,0
2025-09-06,S04,P0068,81,6,0,75,0,0
2025-09-07,S04,P0068,75,9,0,66,0,0
2025-09-08,S04,P0068,66,5,0,61,0,0
2025-09-09,S04,P0068,61,3,0,58,0,0
2025-09-10,S04,P0068,58,7,0,51,0,0
2025-09-11,S04,P0068,51,5,0,46,0,0
2025-09-12,S04,P0068,46,1,0,45,0,0
2025-09-13,S04,P0068,45,7,0,38,0,0
2025-09-14,S04,P0068,38,4,0,34,0,0
2025-09-15,S04,P0068,34,4,0,30,0,0
2025-09-16,S04,P0068,30,6,0,24,0,0
2025-09-17,S04,P0068,24,3,0,21,0,0
2025-09-18,S04,P0068,21,5,144,160,32,0
2025-09-19,S04,P0068,160,4,0,156,28,0
2025-09-20,S04,P0068,156,4,0,152,24,0
2025-09-21,S04,P0068,152,9,0,143,15,0
2025-09-22,S04,P0068,143,3,0,140,12,0
2025-09-23,S04,P0068,140,5,0,135,7,0
2025-09-24,S04,P0068,135,3,0,132,4,0
2025-09-25,S04,P0068,132,2,0,130,2,0
2025-09-26,S04,P0068,130,3,0,127,0,0
2025-09-27,S04,P0068,127,5,0,122,0,0
2025-09-28,S04,P0068,122,4,0,118,0,0
2025-09-29,S04,P0068,118,7,0,111,0,0
2025-09-30,S04,P0068,111,8,0,103,0,0
2025-10-01,S04,P0068,103,5,0,98,0,0
2025-10-02,S04,P0068,98,7,0,91,0,0
2025-10-03,S04,P0068,91,6,0,85,0,0
2025-10-04,S04,P0068,85,6,0,79,0,0
2025-10-05,S04,P0068,79,9,0,70,0,0
2025-10-06,S04,P0068,70,3,0,67,0,0
2025-10-07,S04,P0068,67,10,0,57,0,0
2025-10-08,S04,P0068,57,7,0,50,0,0
2025-10-09,S04,P0068,50,4,0,46,0,0
2025-10-10,S04,P0068,46,3,0,43,0,0
2025-10-11,S04,P0068,43,8,0,35,0,0
2025-10-12,S04,P0068,35,6,0,29,0,0
2025-10-13,S04,P0068,29,5,0,24,0,0
2025-10-14,S04,P0068,24,7,143,160,32,0
2025-10-15,S04,P0068,160,5,0,155,27,0
2025-10-16,S04,P0068,155,7,0,148,20,0
2025-10-17,S04,P0068,148,8,0,140,12,0
2025-10-18,S04,P0068,140,7,0,133,5,0
2025-10-19,S04,P0068,133,9,0,124,0,0
2025-10-20,S04,P0068,124,7,0,117,0,0
2025-10-21,S04,P0068,117,3,0,114,0,0
2025-10-22,S04,P0068,114,6,0,108,0,0
2025-10-23,S04,P0068,108,6,0,102,0,0
2025-10-24,S04,P0068,102,5,0,97,0,0
2025-10-25,S04,P0068,97,9,0,88,0,0
2025-10-26,S04,P0068,88,5,0,83,0,0
2025-10-27,S04,P0068,83,6,0,77,0,0
2025-10-28,S04,P0068,77,5,0,72,0,0
2025-10-29,S04,P0068,72,4,0,68,0,0
2025-10-30,S04,P0068,68,5,0,63,0,0
2025-10-31,S04,P0068,63,5,0,58,0,0
2025-11-01,S04,P0068,58,8,0,50,0,0
2025-11-02,S04,P0068,50,6,0,44,0,0
2025-11-03,S04,P0068,44,6,0,38,0,0
2025-11-04,S04,P0068,38,4,0,34,0,0
2025-11-05,S04,P0068,34,3,0,31,0,0
2025-11-06,S04,P0068,31,3,0,28,0,0
2025-11-07,S04,P0068,28,7,0,21,0,0
2025-11-08,S04,P0068,21,4,143,160,32,0
2025-11-09,S04,P0068,160,14,0,146,18,0
2025-11-10,S04,P0068,146,8,0,138,10,0
2025-11-11,S04,P0068,138,7,0,131,3,0
2025-11-12,S04,P0068,131,7,0,124,0,0
2025-11-13,S04,P0068,124,3,0,121,0,0
2025-11-14,S04,P0068,121,5,0,116,0,0
2025-11-15,S04,P0068,116,8,0,108,0,0
2025-11-16,S04,P0068,108,8,0,100,0,0
2025-11-17,S04,P0068,100,3,0,97,0,0
2025-11-18,S04,P0068,97,8,0,89,0,0
2025-11-19,S04,P0068,89,2,0,87,0,0
2025-11-20,S04,P0068,87,5,0,82,0,0
2025-11-21,S04,P0068,82,5,0,77,0,0
2025-11-22,S04,P0068,77,4,0,73,0,0
2025-11-23,S04,P0068,73,16,0,57,0,0
2025-11-24,S04,P0068,57,6,0,51,0,0
2025-11-25,S04,P0068,51,6,0,45,0,0
2025-11-26,S04,P0068,45,0,0,45,0,0
2025-11-27,S04,P0068,45,5,0,40,0,0
2025-11-28,S04,P0068,40,6,0,34,0,0
2025-11-29,S04,P0068,34,7,0,27,0,0
2025-11-30,S04,P0068,27,6,0,21,0,0
2025-12-01,S04,P0068,21,4,143,160,32,0
2025-12-02,S04,P0068,160,4,0,156,28,0
2025-12-03,S04,P0068,156,8,0,148,20,0
2025-12-04,S04,P0068,148,5,0,143,15,0
2025-12-05,S04,P0068,143,5,0,138,10,0
2025-12-06,S04,P0068,138,11,0,127,0,0
2025-12-07,S04,P0068,127,7,0,120,0,0
2025-12-08,S04,P0068,120,5,0,115,0,0
2025-12-09,S04,P0068,115,4,0,111,0,0
2025-12-10,S04,P0068,111,3,0,108,0,0
2025-12-11,S04,P0068,108,4,0,104,0,0
2025-12-12,S04,P0068,104,4,0,100,0,0
2025-12-13,S04,P0068,100,6,0,94,0,0
2025-12-14,S04,P0068,94,6,0,88,0,0
2025-12-15,S04,P0068,88,7,0,81,0,0
2025-12-16,S04,P0068,81,4,0,77,0,0
2025-12-17,S04,P0068,77,5,0,72,0,0
2025-12-18,S04,P0068,72,7,0,65,0,0
2025-12-19,S04,P0068,65,8,0,57,0,0
2025-12-20,S04,P0068,57,8,0,49,0,0
2025-12-21,S04,P0068,49,4,0,45,0,0
2025-12-22,S04,P0068,45,4,0,41,0,0
2025-12-23,S04,P0068,41,2,0,39,0,0
2025-12-24,S04,P0068,39,8,0,31,0,0
2025-12-25,S04,P0068,31,11,0,20,0,0
2025-12-26,S04,P0068,20,2,0,18,0,0
2025-12-27,S04,P0068,18,6,148,160,32,0
2025-12-28,S04,P0068,160,4,0,156,28,0
2025-12-29,S04,P0068,156,10,0,146,18,0
2025-12-30,S04,P0068,146,7,0,139,11,0
2025-12-31,S04,P0068,139,3,0,136,8,0
2025-01-01,S04,P0069,127,5,0,122,0,0
2025-01-02,S04,P0069,122,9,0,113,0,0
2025-01-03,S04,P0069,113,9,0,104,0,0
2025-01-04,S04,P0069,104,10,0,94,0,0
2025-01-05,S04,P0069,94,10,0,84,0,0
2025-01-06,S04,P0069,84,10,0,74,0,0
2025-01-07,S04,P0069,74,6,0,68,0,0
2025-01-08,S04,P0069,68,6,0,62,0,0
2025-01-09,S04,P0069,62,6,0,56,0,0
2025-01-10,S04,P0069,56,11,278,323,65,0
2025-01-11,S04,P0069,323,7,0,316,58,0
2025-01-12,S04,P0069,316,11,0,305,47,0
2025-01-13,S04,P0069,305,9,0,296,38,0
2025-01-14,S04,P0069,296,4,0,292,34,0
2025-01-15,S04,P0069,292,6,0,286,28,0
2025-01-16,S04,P0069,286,3,0,283,25,0
2025-01-17,S04,P0069,283,8,0,275,17,0
2025-01-18,S04,P0069,275,8,0,267,9,0
2025-01-19,S04,P0069,267,9,0,258,0,0
2025-01-20,S04,P0069,258,3,0,255,0,0
2025-01-21,S04,P0069,255,12,0,243,0,0
2025-01-22,S04,P0069,243,4,0,239,0,0
2025-01-23,S04,P0069,239,5,0,234,0,0
2025-01-24,S04,P0069,234,9,0,225,0,0
2025-01-25,S04,P0069,225,9,0,216,0,0
2025-01-26,S04,P0069,216,11,0,205,0,0
